idpr,exercise_problem_repeat_session,is_correct,is_hint_used,idcn,difficulty,learning_stage
11042531,1,0,1,114,0.0,1.0
11183537,1,0,1,114,0.0,1.0
14514470,1,1,1,114,0.0,1.0
14537193,1,0,1,114,0.0,1.0
14629453,1,0,1,114,0.0,1.0
1725858,1,0,1,114,0.0,1.0
3765549,1,0,1,114,0.0,1.0
8367468,1,0,1,114,0.0,1.0
9830319,1,0,1,114,0.0,1.0
13092116,1,0,1,114,0.0,1.0
1482583,1,0,1,248,0.0,1.0
8250463,1,0,1,248,0.0,1.0
8344842,1,0,1,248,0.0,1.0
11707632,1,0,1,248,0.0,1.0
14918917,1,0,1,248,0.0,1.0
286476,1,0,1,248,0.0,1.0
339758,1,1,0,248,0.0,1.0
392689,1,0,1,248,0.0,1.0
437943,1,0,1,248,0.0,1.0
1856861,1,0,1,248,0.0,1.0
3388070,1,0,1,248,0.0,1.0
3510411,1,1,0,248,0.0,1.0
4951929,1,1,0,248,0.0,1.0
13209935,1,0,1,248,0.0,1.0
14879925,1,0,1,248,0.0,1.0
14989221,1,0,1,248,0.0,1.0
522665,1,0,1,248,0.0,1.0
5004893,1,0,1,248,0.0,1.0
6751287,1,0,1,248,0.0,1.0
6841811,1,0,1,248,0.0,1.0
10066453,1,1,1,248,0.0,1.0
10101774,1,0,1,248,0.0,1.0
1494530,1,0,1,214,0.0,1.0
3156257,1,0,1,214,0.0,1.0
4662524,1,0,1,214,0.0,1.0
11289742,1,0,1,214,0.0,1.0
12847272,1,0,1,214,0.0,1.0
1495838,1,0,1,225,3.0,1.0
3092563,1,0,1,225,3.0,1.0
4715456,1,0,1,225,3.0,1.0
15953575,1,0,1,225,3.0,1.0
16138869,1,0,1,225,3.0,1.0
1533582,1,0,1,218,3.0,1.0
4560088,1,0,1,218,3.0,1.0
6333031,1,0,1,218,3.0,1.0
9671293,1,0,1,218,3.0,1.0
11315006,1,0,1,218,3.0,1.0
16155907,1,1,1,218,3.0,1.0
1562305,1,0,1,230,2.0,1.0
6477740,1,1,1,230,2.0,1.0
7940029,1,0,1,230,2.0,1.0
8063829,1,0,1,230,2.0,1.0
8108055,1,0,1,230,2.0,1.0
12665242,1,0,1,230,2.0,1.0
1413980,1,1,0,230,2.0,1.0
1658839,1,0,1,230,2.0,1.0
9682033,1,0,1,230,2.0,1.0
12663942,1,0,1,230,2.0,1.0
1589824,1,0,1,237,2.0,1.0
3037827,1,0,1,237,2.0,1.0
4710956,1,0,1,237,2.0,1.0
6647633,2,0,1,237,2.0,1.0
16031637,1,0,1,237,2.0,1.0
1629597,1,0,1,257,0.0,1.0
1982022,1,0,1,257,0.0,1.0
5302709,1,0,1,257,0.0,1.0
6844169,1,0,1,257,0.0,1.0
13500181,1,0,1,257,0.0,1.0
375701,1,0,1,257,0.0,1.0
3350808,1,0,1,257,0.0,1.0
3481365,1,0,1,257,0.0,1.0
5116494,1,0,1,257,0.0,1.0
5132818,1,0,1,257,0.0,1.0
14704677,1,0,1,257,0.0,1.0
14848487,1,0,1,257,0.0,1.0
1713581,1,0,1,242,0.0,1.0
1859108,1,0,1,242,0.0,1.0
5133592,1,0,1,242,0.0,1.0
13206942,1,0,1,242,0.0,1.0
14601985,1,0,1,242,0.0,1.0
1967018,1,0,1,242,0.0,1.0
1998139,1,0,1,242,0.0,1.0
6495076,1,0,1,242,0.0,1.0
6702019,1,0,1,242,0.0,1.0
7966659,1,1,0,242,0.0,1.0
8232604,1,0,1,242,0.0,1.0
8545208,1,0,1,242,0.0,1.0
11491927,1,0,1,242,0.0,1.0
11635838,1,0,1,242,0.0,1.0
248349,1,0,1,242,0.0,1.0
338282,1,0,1,242,0.0,1.0
5003900,1,1,0,242,0.0,1.0
5185837,1,0,1,242,0.0,1.0
6750428,1,1,1,242,0.0,1.0
8446381,1,0,1,242,0.0,1.0
8481075,1,0,1,242,0.0,1.0
8481263,1,0,1,242,0.0,1.0
13076484,1,0,1,242,0.0,1.0
13237042,1,0,1,242,0.0,1.0
14791261,1,0,1,242,0.0,1.0
14843099,1,0,1,242,0.0,1.0
1778891,1,0,1,228,2.0,1.0
3194670,1,1,1,228,2.0,1.0
3211916,1,0,1,228,2.0,1.0
6378173,1,0,1,228,2.0,1.0
6439878,1,0,1,228,2.0,1.0
9578597,1,0,1,228,2.0,1.0
15990836,1,0,1,228,2.0,1.0
16139482,1,0,1,228,2.0,1.0
1432756,1,1,0,228,2.0,1.0
8013783,1,1,0,228,2.0,1.0
11103822,1,0,1,228,2.0,1.0
11267966,1,1,0,228,2.0,1.0
12845435,1,0,1,228,2.0,1.0
14372014,1,0,1,228,2.0,1.0
1824150,1,0,1,267,1.0,1.0
5009576,1,0,1,267,1.0,1.0
9851916,1,0,1,267,1.0,1.0
13205013,1,1,0,267,1.0,1.0
13331642,1,0,1,267,1.0,1.0
14811236,1,0,1,267,1.0,1.0
1906026,1,0,1,267,1.0,1.0
3732751,1,0,1,267,1.0,1.0
4951196,1,0,1,267,1.0,1.0
6825801,1,0,1,267,1.0,1.0
13362196,1,0,1,267,1.0,1.0
1859838,1,0,1,246,0.0,1.0
5008057,1,0,1,246,0.0,1.0
6703174,1,0,1,246,0.0,1.0
8196546,1,0,1,246,0.0,1.0
8500413,1,0,1,246,0.0,1.0
1859585,1,0,1,246,0.0,1.0
3531316,1,0,1,246,0.0,1.0
3588092,1,0,1,246,0.0,1.0
4953420,1,0,1,246,0.0,1.0
9588678,1,0,1,246,0.0,1.0
11690160,1,0,1,246,0.0,1.0
14847116,1,0,1,246,0.0,1.0
104065,1,1,0,246,0.0,1.0
3583220,1,0,1,246,0.0,1.0
6841345,1,0,1,246,0.0,1.0
8229816,1,0,1,246,0.0,1.0
10067097,1,0,1,246,0.0,1.0
11434902,1,0,1,246,0.0,1.0
2014646,1,0,1,244,0.0,1.0
3334085,1,0,1,244,0.0,1.0
3459751,1,0,1,244,0.0,1.0
5100810,1,0,1,244,0.0,1.0
8635059,1,0,1,244,0.0,1.0
2151086,1,0,1,244,0.0,1.0
8310018,1,0,1,244,0.0,1.0
8448549,1,0,1,244,0.0,1.0
8464822,1,0,1,244,0.0,1.0
11728147,1,0,1,244,0.0,1.0
12831652,1,0,1,244,0.0,1.0
15086136,1,0,1,244,0.0,1.0
104922,1,0,1,244,0.0,1.0
8319635,1,0,1,244,0.0,1.0
9833385,1,0,1,244,0.0,1.0
11703555,1,1,1,244,0.0,1.0
11704381,1,0,1,244,0.0,1.0
13184327,1,0,1,244,0.0,1.0
2062969,1,0,1,253,0.0,1.0
3389005,1,0,1,253,0.0,1.0
3496582,1,0,1,253,0.0,1.0
8451456,1,0,1,253,0.0,1.0
11456776,1,0,1,253,0.0,1.0
3567831,1,0,1,253,0.0,1.0
5152956,1,0,1,253,0.0,1.0
5240866,1,0,1,253,0.0,1.0
8598709,1,0,1,253,0.0,1.0
13208752,1,0,1,253,0.0,1.0
15085880,1,0,1,253,0.0,1.0
15122346,1,0,1,253,0.0,1.0
2063067,1,0,1,245,0.0,1.0
3250637,1,0,1,245,0.0,1.0
3529740,1,0,1,245,0.0,1.0
5224947,1,0,1,245,0.0,1.0
13500715,1,0,1,245,0.0,1.0
2062548,1,0,1,245,0.0,1.0
3458551,1,0,1,245,0.0,1.0
5065444,1,0,1,245,0.0,1.0
8499748,1,0,1,245,0.0,1.0
8601496,1,0,1,245,0.0,1.0
8631878,1,1,0,245,0.0,1.0
10221545,1,0,1,245,0.0,1.0
10254539,1,0,1,245,0.0,1.0
1743892,1,0,1,245,0.0,1.0
2057163,1,0,1,245,0.0,1.0
3440949,1,0,1,245,0.0,1.0
14915505,1,0,1,245,0.0,1.0
15116938,1,0,1,245,0.0,1.0
3040843,1,0,1,220,3.0,1.0
6300912,1,0,1,220,3.0,1.0
7956078,1,0,1,220,3.0,1.0
13043695,1,0,1,220,3.0,1.0
14387622,1,0,1,220,3.0,1.0
3058238,1,0,1,219,3.0,1.0
9575101,1,0,1,219,3.0,1.0
9750822,1,0,1,219,3.0,1.0
11145622,1,0,1,219,3.0,1.0
11292199,1,0,1,219,3.0,1.0
3059403,1,0,1,124,2.0,1.0
6375587,1,0,1,124,2.0,1.0
9749389,1,0,1,124,2.0,1.0
11184655,1,0,1,124,2.0,1.0
11239238,1,0,1,124,2.0,1.0
383431,1,0,1,124,2.0,1.0
3676009,1,0,1,124,2.0,1.0
8591499,1,0,1,124,2.0,1.0
11452365,1,0,1,124,2.0,1.0
13459641,1,0,1,124,2.0,1.0
3134037,1,0,1,232,2.0,1.0
4833271,1,0,1,232,2.0,1.0
6301222,1,0,1,232,2.0,1.0
8264867,1,0,1,232,2.0,1.0
12966486,1,0,1,232,2.0,1.0
3150384,1,1,0,232,2.0,1.0
6217822,1,0,1,232,2.0,1.0
7884442,1,0,1,232,2.0,1.0
8016174,1,1,0,232,2.0,1.0
14428130,1,0,1,232,2.0,1.0
3156071,1,0,1,229,2.0,1.0
4712902,2,0,1,229,2.0,1.0
11164277,1,0,1,229,2.0,1.0
12703863,1,0,1,229,2.0,1.0
16182924,1,0,1,229,2.0,1.0
1685538,1,0,1,229,2.0,1.0
9649234,1,1,0,229,2.0,1.0
9883645,1,1,0,229,2.0,1.0
11305350,1,0,1,229,2.0,1.0
16090137,2,0,1,229,2.0,1.0
3247295,1,0,1,216,3.0,1.0
4754827,1,0,1,216,3.0,1.0
6442845,1,0,1,216,3.0,1.0
7957683,1,0,1,216,3.0,1.0
15951459,1,0,1,216,3.0,1.0
3278596,1,0,1,213,0.0,1.0
4597766,1,0,1,213,0.0,1.0
12993860,1,0,1,213,0.0,1.0
13008193,2,0,1,213,0.0,1.0
14467051,1,0,1,213,0.0,1.0
3304513,1,0,1,234,2.0,1.0
4622383,1,0,1,234,2.0,1.0
8268127,3,0,1,234,2.0,1.0
11105114,1,0,1,234,2.0,1.0
11509113,2,0,1,234,2.0,1.0
3333270,1,0,1,241,0.0,1.0
6576412,1,0,1,241,0.0,1.0
7015022,1,0,1,241,0.0,1.0
14809031,1,0,1,241,0.0,1.0
14847295,1,0,1,241,0.0,1.0
3490839,1,0,1,241,0.0,1.0
5126987,1,0,1,241,0.0,1.0
5350291,1,0,1,241,0.0,1.0
6746716,1,0,1,241,0.0,1.0
8427329,1,0,1,241,0.0,1.0
13179988,1,0,1,241,0.0,1.0
13491612,1,0,1,241,0.0,1.0
1837831,1,0,1,241,0.0,1.0
1964969,1,0,1,241,0.0,1.0
3479346,1,0,1,241,0.0,1.0
5102158,1,0,1,241,0.0,1.0
6683171,1,0,1,241,0.0,1.0
9819211,1,0,1,241,0.0,1.0
10086082,1,0,1,241,0.0,1.0
11561939,1,0,1,241,0.0,1.0
11584873,1,0,1,241,0.0,1.0
13096639,1,0,1,241,0.0,1.0
13097701,1,0,1,241,0.0,1.0
13498968,1,0,1,241,0.0,1.0
15031720,1,0,1,241,0.0,1.0
319958,1,0,1,241,0.0,1.0
2111864,1,0,1,241,0.0,1.0
3527287,1,0,1,241,0.0,1.0
5129147,1,0,1,241,0.0,1.0
5185642,1,0,1,241,0.0,1.0
8462795,1,0,1,241,0.0,1.0
10217544,1,0,1,241,0.0,1.0
11613726,1,0,1,241,0.0,1.0
11838343,1,0,1,241,0.0,1.0
13111385,1,0,1,241,0.0,1.0
14843046,1,0,1,241,0.0,1.0
5032887,1,0,1,241,0.0,1.0
7145210,1,0,1,241,0.0,1.0
10574509,1,0,1,241,0.0,1.0
13227384,1,1,0,241,0.0,1.0
13867006,1,0,1,241,0.0,1.0
15004125,1,0,1,241,0.0,1.0
3369379,1,0,1,254,0.0,1.0
6923335,1,1,0,254,0.0,1.0
8309538,1,0,1,254,0.0,1.0
13224652,1,0,1,254,0.0,1.0
13366204,1,0,1,254,0.0,1.0
15087729,1,0,1,254,0.0,1.0
106144,1,1,0,254,0.0,1.0
524644,1,1,0,254,0.0,1.0
2112642,1,1,0,254,0.0,1.0
5356728,1,0,1,254,0.0,1.0
6596343,1,0,1,254,0.0,1.0
6739239,1,0,1,254,0.0,1.0
6879454,1,0,1,254,0.0,1.0
6923293,1,1,0,254,0.0,1.0
9836710,1,0,1,254,0.0,1.0
11877727,1,0,1,254,0.0,1.0
13112725,1,1,0,254,0.0,1.0
14738774,1,0,1,254,0.0,1.0
14810666,1,0,1,254,0.0,1.0
3459619,1,0,1,265,1.0,1.0
6846527,2,0,1,265,1.0,1.0
8362208,1,0,1,265,1.0,1.0
11842343,1,0,1,265,1.0,1.0
13258513,1,0,1,265,1.0,1.0
1887852,1,0,1,265,1.0,1.0
1995283,1,1,1,265,1.0,1.0
3348358,1,0,1,265,1.0,1.0
5096451,1,0,1,265,1.0,1.0
6625880,1,0,1,265,1.0,1.0
8542695,2,0,1,265,1.0,1.0
11205975,1,1,1,265,1.0,1.0
11207150,1,0,1,265,1.0,1.0
13184710,2,0,1,265,1.0,1.0
13204107,2,0,1,265,1.0,1.0
4618474,1,0,1,224,3.0,1.0
4805831,1,0,1,224,3.0,1.0
6243169,1,0,1,224,3.0,1.0
9503565,1,0,1,224,3.0,1.0
12845721,1,0,1,224,3.0,1.0
4680698,1,0,1,209,0.0,1.0
8019014,1,0,1,209,0.0,1.0
11221824,2,0,1,209,0.0,1.0
15910945,1,0,1,209,0.0,1.0
16211346,1,0,1,209,0.0,1.0
1449259,1,0,1,209,0.0,1.0
2629442,1,1,0,209,0.0,1.0
5923542,1,1,0,209,0.0,1.0
7648305,1,1,0,209,0.0,1.0
9611265,2,0,1,209,0.0,1.0
11073103,1,0,1,209,0.0,1.0
12719840,2,0,1,209,0.0,1.0
12875574,2,0,1,209,0.0,1.0
14746016,3,0,1,209,0.0,1.0
15899194,1,1,0,209,0.0,1.0
4736413,1,0,1,233,2.0,1.0
6508715,1,0,1,233,2.0,1.0
9652865,2,0,1,233,2.0,1.0
11305691,1,0,1,233,2.0,1.0
12898169,1,0,1,233,2.0,1.0
5019158,1,1,0,233,2.0,1.0
9671340,1,0,1,233,2.0,1.0
11194874,1,0,1,233,2.0,1.0
11324700,1,1,0,233,2.0,1.0
12725360,2,0,1,233,2.0,1.0
5259073,1,0,1,271,2.0,1.0
6299918,2,0,1,271,2.0,1.0
6829134,1,0,1,271,2.0,1.0
8217836,1,0,1,271,2.0,1.0
9600647,1,0,1,271,2.0,1.0
9835243,1,0,1,271,2.0,1.0
11742975,1,0,1,271,2.0,1.0
12924417,1,1,0,271,2.0,1.0
16063568,1,0,1,271,2.0,1.0
1964735,1,0,1,271,2.0,1.0
2146893,1,0,1,271,2.0,1.0
4724240,1,0,1,271,2.0,1.0
6926068,1,0,1,271,2.0,1.0
8115452,1,0,1,271,2.0,1.0
8394234,1,0,1,271,2.0,1.0
8482022,1,1,0,271,2.0,1.0
8501799,1,0,1,271,2.0,1.0
10013776,1,0,1,271,2.0,1.0
11356004,1,0,1,271,2.0,1.0
11586674,1,0,1,271,2.0,1.0
11634690,1,0,1,271,2.0,1.0
11841857,1,0,1,271,2.0,1.0
13499483,1,0,1,271,2.0,1.0
104913,1,0,1,271,2.0,1.0
6807962,1,0,1,271,2.0,1.0
10101753,1,0,1,271,2.0,1.0
11454631,1,0,1,271,2.0,1.0
16074187,1,0,1,271,2.0,1.0
6548873,1,0,1,204,0.0,1.0
7922318,1,0,1,204,0.0,1.0
8076483,1,0,1,204,0.0,1.0
9723446,1,0,1,204,0.0,1.0
9742141,1,0,1,204,0.0,1.0
1388179,1,0,1,204,0.0,1.0
3011096,1,0,1,204,0.0,1.0
9643162,1,0,1,204,0.0,1.0
12779184,1,0,1,204,0.0,1.0
16189605,1,0,1,204,0.0,1.0
9577527,2,0,1,236,2.0,1.0
11078513,1,1,1,236,2.0,1.0
11384204,1,0,1,236,2.0,1.0
16066104,1,0,1,236,2.0,1.0
16107222,2,0,1,236,2.0,1.0
16158766,3,0,1,236,2.0,1.0
12937150,1,0,1,205,0.0,1.0
12937150,1,0,1,206,0.0,1.0
12985144,1,0,1,205,0.0,1.0
12985144,1,0,1,206,0.0,1.0
14330429,1,0,1,205,0.0,1.0
14330429,1,0,1,206,0.0,1.0
14487268,1,0,1,205,0.0,1.0
14487268,1,0,1,206,0.0,1.0
16125138,1,0,1,205,0.0,1.0
16125138,1,0,1,206,0.0,1.0
23678,1,1,0,585,0.0,0.0
30239,5,0,1,585,0.0,0.0
1551180,3,0,1,585,0.0,0.0
1552501,1,0,1,585,0.0,0.0
1637969,4,0,1,585,0.0,0.0
1738497,5,0,1,585,0.0,0.0
2141579,5,0,1,585,0.0,0.0
2943196,3,0,1,585,0.0,0.0
3004010,2,0,1,585,0.0,0.0
3024043,4,0,1,585,0.0,0.0
3064253,3,0,1,585,0.0,0.0
3119536,2,1,1,585,0.0,0.0
3140477,1,0,1,585,0.0,0.0
3270082,1,0,1,585,0.0,0.0
3407509,1,1,0,585,0.0,0.0
3466289,1,0,1,585,0.0,0.0
3484686,3,0,1,585,0.0,0.0
3572481,2,0,1,585,0.0,0.0
4894180,1,1,0,585,0.0,0.0
4897253,2,0,1,585,0.0,0.0
4931667,2,1,1,585,0.0,0.0
5174868,3,0,1,585,0.0,0.0
6182911,3,1,1,585,0.0,0.0
6245872,4,0,1,585,0.0,0.0
6264075,3,0,1,585,0.0,0.0
6365120,3,0,1,585,0.0,0.0
6527158,2,0,1,585,0.0,0.0
6725000,2,0,1,585,0.0,0.0
6725376,3,0,1,585,0.0,0.0
7846534,1,1,1,585,0.0,0.0
7885889,2,0,1,585,0.0,0.0
7928434,3,0,1,585,0.0,0.0
8183774,4,0,1,585,0.0,0.0
8310883,3,0,1,585,0.0,0.0
8435551,2,0,1,585,0.0,0.0
9427110,4,1,1,585,0.0,0.0
9511782,2,0,1,585,0.0,0.0
9604800,1,1,1,585,0.0,0.0
9655582,4,0,1,585,0.0,0.0
9754518,1,0,1,585,0.0,0.0
10091638,2,0,1,585,0.0,0.0
11107642,1,1,1,585,0.0,0.0
12710499,2,1,1,585,0.0,0.0
12714429,3,0,1,585,0.0,0.0
12732995,2,0,1,585,0.0,0.0
12870452,1,0,1,585,0.0,0.0
13009862,1,1,0,585,0.0,0.0
13049062,1,0,1,585,0.0,0.0
13135906,3,0,1,585,0.0,0.0
14337081,1,0,1,585,0.0,0.0
14352221,3,1,1,585,0.0,0.0
14472478,4,0,1,585,0.0,0.0
14614364,4,0,1,585,0.0,0.0
14624792,4,0,1,585,0.0,0.0
14817151,2,0,1,585,0.0,0.0
15915241,4,0,1,585,0.0,0.0
15915755,5,0,1,585,0.0,0.0
15917869,2,0,1,585,0.0,0.0
15956569,4,0,1,585,0.0,0.0
15979449,1,0,1,585,0.0,0.0
16036724,3,0,1,585,0.0,0.0
16037003,4,0,1,585,0.0,0.0
16094863,3,0,1,585,0.0,0.0
80668,4,0,1,583,0.0,0.0
185871,2,0,1,583,0.0,0.0
190675,4,0,1,583,0.0,0.0
429229,3,0,1,583,0.0,0.0
1474931,4,0,1,583,0.0,0.0
1498663,2,1,0,583,0.0,0.0
1660069,1,1,1,583,0.0,0.0
1785939,1,1,0,583,0.0,0.0
1814546,3,0,1,583,0.0,0.0
1898742,2,1,0,583,0.0,0.0
3170843,1,1,1,583,0.0,0.0
3273510,1,1,1,583,0.0,0.0
3327111,1,0,1,583,0.0,0.0
3379639,2,0,1,583,0.0,0.0
3594078,4,0,1,583,0.0,0.0
3625603,1,0,1,583,0.0,0.0
4945718,3,0,1,583,0.0,0.0
5091731,4,0,1,583,0.0,0.0
5109026,3,0,1,583,0.0,0.0
5195650,3,0,1,583,0.0,0.0
6363027,1,1,0,583,0.0,0.0
6366078,1,0,1,583,0.0,0.0
6488566,1,1,0,583,0.0,0.0
6602782,4,0,1,583,0.0,0.0
6694258,2,0,1,583,0.0,0.0
6727520,2,1,0,583,0.0,0.0
6913556,3,0,1,583,0.0,0.0
6917020,3,0,1,583,0.0,0.0
8006180,2,0,1,583,0.0,0.0
8036320,1,1,0,583,0.0,0.0
8112867,2,1,0,583,0.0,0.0
8131816,2,1,0,583,0.0,0.0
8455081,3,1,1,583,0.0,0.0
8475923,2,0,1,583,0.0,0.0
8494490,3,0,1,583,0.0,0.0
8589836,2,1,1,583,0.0,0.0
9547910,1,1,0,583,0.0,0.0
11466734,2,0,1,583,0.0,0.0
11660645,1,0,1,583,0.0,0.0
11866524,3,1,1,583,0.0,0.0
12753238,1,0,1,583,0.0,0.0
12984959,2,0,1,583,0.0,0.0
13013312,1,0,1,583,0.0,0.0
13110693,2,0,1,583,0.0,0.0
13290492,1,0,1,583,0.0,0.0
13454156,2,0,1,583,0.0,0.0
14521702,2,1,1,583,0.0,0.0
14521870,1,1,0,583,0.0,0.0
14674975,3,0,1,583,0.0,0.0
14822115,3,0,1,583,0.0,0.0
14871724,3,1,1,583,0.0,0.0
14873456,3,0,1,583,0.0,0.0
14962387,4,0,1,583,0.0,0.0
15919417,3,1,0,583,0.0,0.0
1879102,1,0,1,583,0.0,0.0
8006639,1,0,1,583,0.0,0.0
14757769,1,0,1,583,0.0,0.0
205548,1,1,1,584,0.0,0.0
315972,1,0,1,584,0.0,0.0
1884328,1,0,1,584,0.0,0.0
2107498,1,0,1,584,0.0,0.0
3362944,1,0,1,584,0.0,0.0
3578958,2,0,1,584,0.0,0.0
4950009,1,0,1,584,0.0,0.0
5000076,2,0,1,584,0.0,0.0
6806668,1,0,1,584,0.0,0.0
6871543,2,0,1,584,0.0,0.0
6872828,1,0,1,584,0.0,0.0
7927925,1,0,1,584,0.0,0.0
8112161,1,1,1,584,0.0,0.0
9472364,1,1,0,584,0.0,0.0
9831757,1,0,1,584,0.0,0.0
10111577,1,1,0,584,0.0,0.0
10157781,1,1,0,584,0.0,0.0
10250959,1,0,1,584,0.0,0.0
11558198,1,0,1,584,0.0,0.0
11559457,1,0,1,584,0.0,0.0
11669222,1,0,1,584,0.0,0.0
12828133,1,0,1,584,0.0,0.0
13341554,2,0,1,584,0.0,0.0
13342122,2,0,1,584,0.0,0.0
14295286,1,0,1,584,0.0,0.0
14730535,2,0,1,584,0.0,0.0
1124009,1,0,1,584,0.0,0.0
4492846,1,0,1,584,0.0,0.0
7753659,1,0,1,584,0.0,0.0
9397360,1,0,1,584,0.0,0.0
15761958,1,0,1,584,0.0,0.0
382923,1,1,0,322,2.0,0.0
2050834,1,1,0,322,2.0,0.0
14445034,1,1,1,322,2.0,0.0
2428969,1,0,1,322,2.0,0.0
8691439,1,1,1,322,2.0,0.0
10312466,1,1,0,322,2.0,0.0
12153328,1,0,1,322,2.0,0.0
1213228,1,0,1,322,2.0,0.0
8890758,1,0,1,322,2.0,0.0
9360877,1,0,1,322,2.0,0.0
10512516,1,0,1,322,2.0,0.0
12459397,1,0,1,322,2.0,0.0
803208,1,0,1,322,2.0,0.0
2230140,1,0,1,322,2.0,0.0
3846187,1,1,0,322,2.0,0.0
4278496,1,0,1,322,2.0,0.0
5859730,1,0,1,322,2.0,0.0
6961246,1,1,0,322,2.0,0.0
7105608,1,0,1,322,2.0,0.0
7327339,1,0,1,322,2.0,0.0
7435126,1,0,1,322,2.0,0.0
8674269,1,0,1,322,2.0,0.0
9910681,1,1,0,322,2.0,0.0
10564350,1,0,1,322,2.0,0.0
12041021,1,1,0,322,2.0,0.0
15322899,1,1,0,322,2.0,0.0
15355588,1,0,1,322,2.0,0.0
15404772,1,0,1,322,2.0,0.0
36611,1,0,1,47,0.0,0.0
158980,1,0,1,47,0.0,0.0
1466205,1,1,0,47,0.0,0.0
6379349,2,0,1,47,0.0,0.0
6394430,1,1,0,47,0.0,0.0
8076330,1,0,1,47,0.0,0.0
9652389,1,0,1,47,0.0,0.0
12662127,1,1,0,47,0.0,0.0
12786749,1,0,1,47,0.0,0.0
12805606,1,0,1,47,0.0,0.0
12938927,2,0,1,47,0.0,0.0
12946138,1,1,0,47,0.0,0.0
13131109,1,0,1,47,0.0,0.0
14546502,1,1,0,47,0.0,0.0
16160781,1,0,1,47,0.0,0.0
61811,1,0,1,46,0.0,0.0
2934453,1,1,0,46,0.0,0.0
3153109,1,0,1,46,0.0,0.0
3181207,1,1,0,46,0.0,0.0
4561476,1,0,1,46,0.0,0.0
6178719,1,0,1,46,0.0,0.0
6559478,1,0,1,46,0.0,0.0
11261083,1,0,1,46,0.0,0.0
12909095,1,1,0,46,0.0,0.0
14288690,1,0,1,46,0.0,0.0
14560193,1,0,1,46,0.0,0.0
62391,1,0,1,45,0.0,0.0
1079601,1,1,0,45,0.0,0.0
1469276,1,0,1,45,0.0,0.0
4801124,1,0,1,45,0.0,0.0
6441422,1,0,1,45,0.0,0.0
6485645,1,0,1,45,0.0,0.0
7883135,2,0,1,45,0.0,0.0
9167543,1,1,0,45,0.0,0.0
9517558,1,0,1,45,0.0,0.0
11172439,1,1,0,45,0.0,0.0
12727720,1,0,1,45,0.0,0.0
12807191,1,0,1,45,0.0,0.0
12878573,1,1,0,45,0.0,0.0
14461506,1,0,1,45,0.0,0.0
15675341,1,1,0,45,0.0,0.0
15775016,1,1,0,45,0.0,0.0
16109303,1,0,1,45,0.0,0.0
131143,1,0,1,394,2.0,0.0
202429,1,1,0,394,2.0,0.0
675433,1,1,0,394,2.0,0.0
923273,1,0,1,394,2.0,0.0
2122373,1,0,1,394,2.0,0.0
2303146,1,0,1,394,2.0,0.0
4694600,2,0,1,394,2.0,0.0
4697954,2,0,1,394,2.0,0.0
5711244,1,0,1,394,2.0,0.0
6438285,1,1,0,394,2.0,0.0
7165975,1,0,1,394,2.0,0.0
8732980,1,0,1,394,2.0,0.0
8765959,1,0,1,394,2.0,0.0
8783321,1,1,0,394,2.0,0.0
11181199,1,0,1,394,2.0,0.0
11339989,1,0,1,394,2.0,0.0
13863697,1,0,1,394,2.0,0.0
16154037,2,0,1,394,2.0,0.0
712859,1,0,1,305,0.0,0.0
1750700,1,1,0,305,0.0,0.0
6985550,1,0,1,305,0.0,0.0
2074896,1,0,1,305,0.0,0.0
8577737,1,0,1,305,0.0,0.0
9034294,2,1,0,305,0.0,0.0
12049464,1,1,0,305,0.0,0.0
12053166,1,0,1,305,0.0,0.0
13474979,2,1,0,305,0.0,0.0
13951484,1,1,0,305,0.0,0.0
731646,1,0,1,388,0.0,0.0
3226540,2,0,1,388,0.0,0.0
3871278,1,0,1,388,0.0,0.0
3941664,1,0,1,388,0.0,0.0
6440687,1,0,1,388,0.0,0.0
6547945,1,0,1,388,0.0,0.0
7057315,1,0,1,388,0.0,0.0
9421194,1,0,1,388,0.0,0.0
9683028,1,0,1,388,0.0,0.0
11748104,1,0,1,388,0.0,0.0
15986254,1,0,1,388,0.0,0.0
320565,1,0,1,388,0.0,0.0
523308,1,0,1,388,0.0,0.0
1905418,1,1,1,388,0.0,0.0
5203658,1,0,1,388,0.0,0.0
9940423,1,0,1,388,0.0,0.0
14452344,1,0,1,388,0.0,0.0
195268,1,1,0,388,0.0,0.0
5077043,1,0,1,388,0.0,0.0
8480167,1,1,0,388,0.0,0.0
8595937,1,1,0,388,0.0,0.0
9585826,1,1,0,388,0.0,0.0
10082611,1,1,1,388,0.0,0.0
2032288,1,0,1,162,0.0,0.0
2032288,1,0,1,163,0.0,0.0
2515837,1,0,1,162,0.0,0.0
2515837,1,0,1,163,0.0,0.0
3057008,1,0,1,162,0.0,0.0
3057008,1,0,1,163,0.0,0.0
4755253,1,0,1,162,0.0,0.0
4755253,1,0,1,163,0.0,0.0
6328273,1,0,1,162,0.0,0.0
6328273,1,0,1,163,0.0,0.0
7128262,1,0,1,162,0.0,0.0
7128262,1,0,1,163,0.0,0.0
11258287,1,0,1,162,0.0,0.0
11258287,1,0,1,163,0.0,0.0
11848598,1,0,1,162,0.0,0.0
11848598,1,0,1,163,0.0,0.0
12704640,1,0,1,162,0.0,0.0
12704640,1,0,1,163,0.0,0.0
12962893,1,0,1,162,0.0,0.0
