,ucid,difficulty,subject,learning_stage,level1_id,level2_id,level3_id,level4_id,content_name
249,MT7C8JLJuKRBwbHC7sjLfteRuwqBae+IlGh/2pBtUX4=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,[Основные] Применение коммутативных и ассоциативных законов
250,PGbCr6wCmzlyPoKCBQv8aOM0NW8HVk4PW+IU4iR6GRI=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,[Основные] Вычитание целых чисел
251,LpZS/GFsDGjF3rEt7YLZd8IYdScjZ5Z+5bJuJ/c2BZs=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,[Основной] Сложение и вычитание с абсолютными значениями
252,zcH7Yl/gFwkU2Mej9UzQgaJL66wIdiMucPZwVyeqHxc=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,[Базовый] Сложение и вычитание без скобок
253,IttU7X/dI6br6pFlzFNdqVSEFYzU5wvX2yFKtVdqbjs=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,【Основные】Расстояние между двумя точками на числовой прямой
254,clP2+ai8jg0m7J92YX2RrRzXyBa4jLyja5WruzDuOZ0=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,HkzqPxucqcBFtjMnXLNEWpthEu9VMpJxUgAnQJwa/2M=,[Базовый] Найти координаты средней точки
255,QKs+1aEPk0x80IIx0aKNLHlmX1JIOry1/wb3Lhq4sFg=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,rP5EJ62yyXPmNs1YtcDbnrOcBVxZNKiBZH6Yj4ClZ10=,[Основной] Умножение целых чисел 1
256,+tVk3DLjXUKiZ3/hK6CJAl3Z8sfp093/2DwLqCsFgMA=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,rP5EJ62yyXPmNs1YtcDbnrOcBVxZNKiBZH6Yj4ClZ10=,[Основные] Умножение целых чисел 2
257,H+kjSpD4tvJlZwMTYPX4lhGX0K6WehpDCq47nVwRYI8=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,rP5EJ62yyXPmNs1YtcDbnrOcBVxZNKiBZH6Yj4ClZ10=,[Основные] Применение коммутативного закона и ассоциативного закона умножения
258,e/+cIBGmDAZDgbD/6i/zllBplAiM5B1squ96zM4BIj4=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,rP5EJ62yyXPmNs1YtcDbnrOcBVxZNKiBZH6Yj4ClZ10=,[Базовый] Деление целых чисел
259,MjiiiChVSuiaHesBEPm6QmA0eZIz8dgF9wOzXR9La48=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,rP5EJ62yyXPmNs1YtcDbnrOcBVxZNKiBZH6Yj4ClZ10=,[Базовый] Четыре арифметических операции над целыми числами
260,STKIh4mc96nCMWCChSWcToyncYSNayuOyy4k9dSAgS0=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,[Основные] Значение и обозначение мощности
261,NoiGICCqJdvFmvy6LlcPw0m5SH7C7FO4TMbJHCdlRz4=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,[Основные] Вычисление степени четного или нечетного показателя
262,bcVaSTFMr4RK9JPKGqEq+y6uMvBtTET8i7vhnwCQTpA=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,[Базовый] Степень 10
263,jkqCQc81VUibgQkhHl//+5PRaSA68Wd3CxUPvlOv+Yo=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,[Базовый] Научное обозначение
264,HMhzLW9miVf0WLDDX9F7g67mAm9td0TfHSo8TeZQj5M=,0.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,【Базовый】Сравнительный размер научного обозначения
265,Iri0Mm69Jhy9dYumaZScJt7B6cHJhAjve5Ii96kP4vc=,1.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,[Дополнительно] Отрицательные целые числа и числовые строки
266,tPzc0JSXpr0JmIZKsEwoPNd7HYlbgErDMf2uJUXKJco=,1.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,[Дополнительно] Использование отрицательных чисел
267,BMWFDTPQo2WDehX7lEVqVUvQfGCijq3whIyPYMnjc30=,1.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,【Дополнительно】Характеристики числовых линий
268,PB+tEauJ6Cu8clF5IHjouv5FqEgH9UDWxbOqE+SBa50=,1.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,【Дополнительно】Нецелые точки на числовых линиях
269,HVK5NzAAwATh2OikiX5NMJyrMLE5+2ef85INuQeTIqU=,2.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,uD63I2cO5YJ1Vd/KOhX5gq1aCSrtCgcB7o570ZbEpEc=,【Общие】Числовая строка и абсолютное значение
270,i5SUcTqeYRtx49V8b84jSxOrV47WyyCXa+/7pE6/6Gg=,2.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,uD63I2cO5YJ1Vd/KOhX5gq1aCSrtCgcB7o570ZbEpEc=,【Общие】Экспоненты и научное обозначение
271,XG1pV3YZ4tnQkmvmVbwNYnm01m9sRhZovPW1qTPIGYI=,2.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,【Общие】Размер номера
272,9OXYxjWigzS5FgP5nZ1y1EAtwQihC19PGhDlRKqK3Pg=,2.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,Vuo8t3kw/4IH80FuZ0l0uJPwpfrMs8SxhCbJA8zn3vU=,【Общие】Абсолютное значение
273,KDOmuTrY/IJzDP4kIgIYCBiGyTymsJ8Iy4cDB35WGYg=,2.0,math,1.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,/yqeM1FRP1rB9WuQWBkStMqrBQgjEexaeyWIhBC7ov4=,3jxSic/zhR8AsGYosBmwxHpD3CCxpEZRMKGWPQ0pmG8=,"【Общие】Четыре арифметические операции, включая возведение в степень"
274,gwyAKrDd3r/aPElAq/97BWk1H4+bsSURhZI+O3WDwFY=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,v9BSzzLOdxwlg1clOpzCEsS7giNQPv3EJuX78RXmKg0=,[Основное] Применение транспортира
275,AI1fp53PL5PAqIN/QBoT8xH/OkkpVuGuw+2Bfw9WjbM=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,v9BSzzLOdxwlg1clOpzCEsS7giNQPv3EJuX78RXmKg0=,"[Основные] Тупые, острые и плоские углы"
276,suDCkQs0H6kriJ78abNYmrtyOrBj80FflKWAiW3yfD8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,v9BSzzLOdxwlg1clOpzCEsS7giNQPv3EJuX78RXmKg0=,[Основные] Сложение и вычитание углов
277,YK8k7vXBGE+Uz9zSJyxXp6OC214bTKKGGTqalD/Zf5I=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,+MONrR8IiNYhNzdDR2p4FM4hhkjdiZjzGGl9jOrCvYo=,[Основные] Комплексные упражнения по периметру и периметру
278,uFCpz18ILNOA86AuPKzKb6a5FpQZu4/+OQ3z40HL+e0=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,+MONrR8IiNYhNzdDR2p4FM4hhkjdiZjzGGl9jOrCvYo=,[Основное] Вычислить периметр
279,WeWipB8F4WKb1kJjUzDzzeqmt5Lb4mPAJy8sJKmYoAM=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,lUxu07RpyDTiBmRuFk78k/DVmA8fkeHWzAHITy4u6ek=,"[Базовый] Центр, окружность, радиус, диаметр"
280,2I9aYyQzVZey2D9t2kJpJn97Aty7PBeZ0ITJvFS7Hfk=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,1raG7oMBN1ah4LEz4i23XjwK1te3O+gDFoBL+jEG2QU=,[Основные] Комплексные упражнения треугольника
281,65YgA0ahggSdeaYBdRl82v/AO+pGzmZFqsi8TTDiP3Y=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,1raG7oMBN1ah4LEz4i23XjwK1te3O+gDFoBL+jEG2QU=,[Основные] Правильные и равнобедренные треугольники
282,WzvugOYA7I7EAC0ty8LiMKIA+9T/CYrBJx5dG+/QcMw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,1raG7oMBN1ah4LEz4i23XjwK1te3O+gDFoBL+jEG2QU=,"[Основные] Прямоугольные, тупоугольные и остроугольные треугольники"
283,5svTX6dhnFB2BXkiQO1O2qKKYggIy5f5KlvnEVntVhM=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=,[Базовый] Комплексные четырехсторонние упражнения
284,2dZAIlKn+MzyIa5L8xpWkRhS6Njmw4EYe2vwwwNsRQ4=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=,【Основные】Понимание вертикального и параллельного
285,o2v8hx0EmFclMvX5SlXFoeynGuxWWbcFjk7H1MUqkjw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=,"[Основной] Смежные стороны, противоположные стороны, противоположные углы, диагонали четырехугольника"
286,Lhd00PvCdq23PNggSHEbszeZ68vTRWdg6MmaBD1kEZ8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,WQ2ETzKX9gl+uyoveOlFs67Xa1kI7C39JfICo/Z+AJI=,【Основные】Различные типы четырехугольников и их свойства
287,JSn/IrR9AojleJJunX1UPpeay9cWZA1jAL2BZ2RcmFU=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=,[Базовый] Комплексные упражнения с треугольниками и многоугольниками
288,nBtFGzjZtlpB0wyz3JkA25mI5JiF+hdWJNzJUiMw1V8=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=,[Основные] Свойства длин сторон треугольников
289,k8mqp+KZGRgdlEg/caQhZBQLHh9jgIXK+aTtrCuSd0s=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=,[Базовый] Полигон
290,Pt16yAWeWMgPGXsQUWEZ8q4oNKD30uoUwMljaOi24sI=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=,[Базовый] Правильный многоугольник
291,cINypIteJpgvnBnuBcPhQ0QhSdf0LxpMPHuxN3Ibuyw=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,TXVIdAMWIt+IT9pJkpdHRyJZDt4rwTLBXzBUWrNDDHE=,【Основные】Сумма внутренних углов четырехугольника и пятиугольника
292,arhLfqJ8pA8XhguBiyIZKbrXTISqxBnAQeYVkKBtcWQ=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,32giTosaYloWsW6VAwPgZNNgyJ1HyPvlo/INLyl7xD0=,【Основные】Знакомство с формой веера
293,7+zCeocizYIObv87m8EGftFwibVwD/QmbxfbCVzvqmM=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=,【Основные】Площадь параллелограмма
294,CsEbUU6ye3MWlxUXRNZ6czmGLlt70mRKs5S2ZyYEn7E=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=,[Основные] Площадь трапеции
295,uwQG8/ZoR1/zZTjWe3OIyW1B3Qqs58hnkYXRteZxUxU=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,fDINdca13H5Ina/K//TFlhDKWgYhScAbl/gJQ9WzwaE=,[Основные] Площадь треугольника
296,4aBoITa95u1u3wbHY37hPJIFFinn6ZnQjmZmH1sP830=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=,[Базовый] Линейно-симметричная графика
297,4aBoITa95u1u3wbHY37hPJIFFinn6ZnQjmZmH1sP830=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=,[Базовый] Линейно-симметричная графика
298,ZS2aKTrfYoSFzhm+weF3amIGgUrNaR6urAPzgLNqWdY=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=,[Основной] Распознавание линейно-симметричных фигур и осей симметрии
299,uARLhNTVv+B9sHgK+FR/rGo126mTuK6g9WGLYh9qQZU=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=,"[Базовый] Симметричная точка, симметричный край и симметричный угол"
300,+aXi8dpg0URdKkJtkicic7DrTHAWPSnR9bwD+QouANE=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,NkZ3zau/E/8iYEfteZTvNfryzoi9enYu72Miq1bXrcA=,[Базовый] Графика общей симметрии линий
301,psOl97Npo5l16YVN2pmzdl20PaJ8JJBhPfoVVdDMiHc=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,iDKQFKbj7PZN163izWScgz6mY2/ZqrlekwS3q6ALMxk=,[Основное] Увеличение и масштабирование
302,8Ncq2cefDusTuXeFUg7peZUP0xBVAEOXIeeF0IxNqic=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,iDKQFKbj7PZN163izWScgz6mY2/ZqrlekwS3q6ALMxk=,【Основные】Увеличение и уменьшение масштаба
303,5ONBvVe9aUAWqO62Iz9waAwTucWIMbiDHCrXaLI33gI=,0.0,math,0.0,aH0Dz0KdH9gio7rrcGRHvrmd9vcd/0WJbeEFB7qeUKA=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,nLqsiSA2CPPgbpIk8GE3OSF94E4F7ogLig3ETQnOw4g=,iDKQFKbj7PZN163izWScgz6mY2/ZqrlekwS3q6ALMxk=,【Основные】Масштаб
